File Name and Path,Number of commits
dev/com.ibm.ws.jpa.tests.spec10.entity_fat.common/test-applications/entity/src/com/ibm/ws/jpa/fvt/entity/tests/ejb/sfex/Versioning_EJB_SFEX_TestServlet.java,2
dev/com.ibm.ws.jpa.tests.spec10.entity_fat.common/test-applications/entity/src/com/ibm/ws/jpa/fvt/entity/tests/ejb/sl/BasicAnnotation_EJB_SL_TestServlet.java,2
dev/com.ibm.ws.jpa.tests.spec10.entity_fat.common/test-applications/entity/src/com/ibm/ws/jpa/fvt/entity/tests/ejb/sl/DatatypeSupport_EJB_SL_TestServlet.java,2
dev/com.ibm.ws.jpa.tests.spec10.entity_fat.common/test-applications/entity/src/com/ibm/ws/jpa/fvt/entity/tests/ejb/sl/EmbeddableID_EJB_SL_TestServlet.java,2
dev/com.ibm.ws.jpa.tests.spec10.entity_fat.common/test-applications/entity/src/com/ibm/ws/jpa/fvt/entity/tests/ejb/sl/Embeddable_EJB_SL_TestServlet.java,2
dev/com.ibm.ws.jpa.tests.spec10.entity_fat.common/test-applications/entity/src/com/ibm/ws/jpa/fvt/entity/tests/ejb/sl/IDClass_EJB_SL_TestServlet.java,2
dev/com.ibm.ws.jpa.tests.spec10.entity_fat.common/test-applications/entity/src/com/ibm/ws/jpa/fvt/entity/tests/ejb/sl/MultiTable_EJB_SL_TestServlet.java,2
dev/com.ibm.ws.jpa.tests.spec10.entity_fat.common/test-applications/entity/src/com/ibm/ws/jpa/fvt/entity/tests/ejb/sl/PKEntity_EJB_SL_TestServlet.java,2
dev/com.ibm.ws.jpa.tests.spec10.entity_fat.common/test-applications/entity/src/com/ibm/ws/jpa/fvt/entity/tests/ejb/sl/PKGenerator_EJB_SL_TestServlet.java,2
dev/com.ibm.ws.jpa.tests.spec10.entity_fat.common/test-applications/entity/src/com/ibm/ws/jpa/fvt/entity/tests/ejb/sl/ReadOnly_EJB_SL_TestServlet.java,2
dev/com.ibm.ws.jpa.tests.spec10.entity_fat.common/test-applications/entity/src/com/ibm/ws/jpa/fvt/entity/tests/ejb/sl/Serializable_EJB_SL_TestServlet.java,2
dev/com.ibm.ws.jpa.tests.spec10.entity_fat.common/test-applications/entity/src/com/ibm/ws/jpa/fvt/entity/tests/ejb/sl/Versioning_EJB_SL_TestServlet.java,2
dev/com.ibm.ws.jpa.tests.spec10.entity_fat.common/test-applications/entity/src/com/ibm/ws/jpa/fvt/entity/tests/web/BasicAnnotationTestServlet.java,2
dev/com.ibm.ws.jpa.tests.spec10.entity_fat.common/test-applications/entity/src/com/ibm/ws/jpa/fvt/entity/tests/web/DatatypeSupportTestServlet.java,2
dev/com.ibm.ws.jpa.tests.spec10.entity_fat.common/test-applications/entity/src/com/ibm/ws/jpa/fvt/entity/tests/web/EmbeddableIDTestServlet.java,2
dev/com.ibm.ws.jpa.tests.spec10.entity_fat.common/test-applications/entity/src/com/ibm/ws/jpa/fvt/entity/tests/web/EmbeddableTestServlet.java,2
dev/com.ibm.ws.jpa.tests.spec10.entity_fat.common/test-applications/entity/src/com/ibm/ws/jpa/fvt/entity/tests/web/IDClassTestServlet.java,2
dev/com.ibm.ws.jpa.tests.spec10.entity_fat.common/test-applications/entity/src/com/ibm/ws/jpa/fvt/entity/tests/web/MultiTableTestServlet.java,2
dev/com.ibm.ws.jpa.tests.spec10.entity_fat.common/test-applications/entity/src/com/ibm/ws/jpa/fvt/entity/tests/web/PKEntityTestServlet.java,2
dev/com.ibm.ws.jpa.tests.spec10.entity_fat.common/test-applications/entity/src/com/ibm/ws/jpa/fvt/entity/tests/web/PKGeneratorTestServlet.java,2
dev/com.ibm.ws.jpa.tests.spec10.entity_fat.common/test-applications/entity/src/com/ibm/ws/jpa/fvt/entity/tests/web/ReadOnlyTestServlet.java,2
dev/com.ibm.ws.jpa.tests.spec10.entity_fat.common/test-applications/entity/src/com/ibm/ws/jpa/fvt/entity/tests/web/SerializableTestServlet.java,2
dev/com.ibm.ws.jpa.tests.spec10.entity_fat.common/test-applications/entity/src/com/ibm/ws/jpa/fvt/entity/tests/web/VersioningTestServlet.java,2
dev/com.ibm.ws.jpa.tests.spec10.entity_fat.common/test-applications/entity/web/EntityWeb10.war/WEB-INF/classes/META-INF/orm.xml,2
dev/com.ibm.ws.jpa.tests.spec10.entity_fat.common/test-applications/entity/web/EntityWeb10.war/WEB-INF/classes/META-INF/persistence.xml,2
dev/com.ibm.ws.jpa.tests.spec10.entity_fat.common/test-applications/entity/web/EntityWeb10.war/WEB-INF/ibm-web-bnd.xml,2
dev/com.ibm.ws.jpa.tests.spec10.entity_fat.common/test-applications/entity/web/EntityWeb10.war/WEB-INF/web.xml,2
dev/com.ibm.ws.jpa.tests.spec10.entity_fat.common/test-applications/entity/web/META-INF/application.xml,2
dev/com.ibm.ws.jpa.tests.spec10.entity_fat.common/test-applications/entity/web/META-INF/permissions.xml,2
dev/com.ibm.ws.jpa.tests.spec10.entity_fat.common/test-applications/helpers/DatabaseManagement/resources/databasemanagement.war/WEB-INF/web.xml,2
dev/com.ibm.ws.jpa.tests.spec10.entity_fat.common/test-applications/helpers/DatabaseManagement/src/jpahelper/databasemanagement/DatabaseManagementServlet.java,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_2.0_fat/.classpath,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_2.0_fat/.gitignore,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_2.0_fat/.project,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_2.0_fat/.settings/bndtools.core.prefs,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_2.0_fat/.settings/org.eclipse.core.resources.prefs,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_2.0_fat/.settings/org.eclipse.jdt.core.prefs,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_2.0_fat/.settings/org.eclipse.jdt.ui.prefs,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_2.0_fat/bnd.bnd,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_2.0_fat/build.gradle,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_2.0_fat/fat/src/com/ibm/ws/jpa/tests/spec10/entity/FATSuite.java,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_2.1_fat/.classpath,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_2.1_fat/.gitignore,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_2.1_fat/.project,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_2.1_fat/.settings/bndtools.core.prefs,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_2.1_fat/.settings/org.eclipse.core.resources.prefs,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_2.1_fat/.settings/org.eclipse.jdt.core.prefs,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_2.1_fat/.settings/org.eclipse.jdt.ui.prefs,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_2.1_fat/bnd.bnd,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_2.1_fat/build.gradle,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_2.1_fat/fat/src/com/ibm/ws/jpa/tests/spec10/entity/FATSuite.java,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_2.2_fat/.classpath,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_2.2_fat/.gitignore,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_2.2_fat/.project,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_2.2_fat/.settings/bndtools.core.prefs,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_2.2_fat/.settings/org.eclipse.core.resources.prefs,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_2.2_fat/.settings/org.eclipse.jdt.core.prefs,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_2.2_fat/.settings/org.eclipse.jdt.ui.prefs,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_2.2_fat/bnd.bnd,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_2.2_fat/build.gradle,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_2.2_fat/fat/src/com/ibm/ws/jpa/tests/spec10/entity/FATSuite.java,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_3.0_fat/.classpath,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_3.0_fat/.gitignore,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_3.0_fat/.project,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_3.0_fat/.settings/bndtools.core.prefs,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_3.0_fat/.settings/org.eclipse.core.resources.prefs,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_3.0_fat/.settings/org.eclipse.jdt.core.prefs,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_3.0_fat/.settings/org.eclipse.jdt.ui.prefs,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_3.0_fat/bnd.bnd,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_3.0_fat/build.gradle,2
dev/com.ibm.ws.jpa.tests.spec10.entity_jpa_3.0_fat/fat/src/com/ibm/ws/jpa/tests/spec10/entity/FATSuite.java,2
dev/com.ibm.ws.jpa.tests.spec10.injection.common/fat/src/com/ibm/ws/jpa/tests/spec10/injection/common/RepeatWithJPA22OpenJPA312.java,2
dev/com.ibm.ws.jpa.tests.spec10.injection.common/publish/shared/config/jms_openjpa30-cfg.xml,2
dev/com.ibm.ws.jpa.tests.spec10.injection.common/publish/shared/config/openjpa30-cfg.xml,2
dev/com.ibm.ws.jpa.tests.spec10.injection.defaultPersistenceUnit_fat/build.gradle,2
dev/com.ibm.ws.jpa.tests.spec10.injection.defaultPersistenceUnit_fat/fat/src/com/ibm/ws/jpa/tests/spec10/injection/dpu/JPA10InjectionDPU_Applevel.java,2
dev/com.ibm.ws.jpa.tests.spec10.injection.defaultPersistenceUnit_fat/fat/src/com/ibm/ws/jpa/tests/spec10/injection/dpu/RepeatWithJPA22OpenJPA312.java,2
dev/com.ibm.ws.jpa.tests.spec10.injection.defaultPersistenceUnit_fat/publish/shared/config/openjpa30-cfg.xml,2
dev/com.ibm.ws.jpa.tests.spec10.injection.dfi_fat/build.gradle,2
dev/com.ibm.ws.jpa.tests.spec10.injection.dfi_fat/fat/src/com/ibm/ws/jpa/tests/spec10/injection/dfi/FATSuite.java,2
dev/com.ibm.ws.jpa.tests.spec10.injection.dfi_fat/fat/src/com/ibm/ws/jpa/tests/spec10/injection/dfi/JPA10Injection_DFI.java,2
dev/com.ibm.ws.jpa.tests.spec10.injection.dmi_fat/build.gradle,2
dev/com.ibm.ws.jpa.tests.spec10.injection.dmi_fat/fat/src/com/ibm/ws/jpa/tests/spec10/injection/dmi/FATSuite.java,2
dev/com.ibm.ws.jpa.tests.spec10.injection.dmi_fat/fat/src/com/ibm/ws/jpa/tests/spec10/injection/dmi/JPA10Injection_DMI.java,2
dev/com.ibm.ws.jpa.tests.spec10.injection.ejbinwar_fat/build.gradle,2
dev/com.ibm.ws.jpa.tests.spec10.injection.ejbinwar_fat/fat/src/com/ibm/ws/jpa/tests/spec10/injection/ejb_in_war/EjbInWar_JavaCompEnv_Test.java,2
dev/com.ibm.ws.jpa.tests.spec10.injection.ejbinwar_fat/fat/src/com/ibm/ws/jpa/tests/spec10/injection/ejb_in_war/EjbInWar_Test.java,2
dev/com.ibm.ws.jpa.tests.spec10.injection.ejbinwar_fat/fat/src/com/ibm/ws/jpa/tests/spec10/injection/ejb_in_war/FATSuite.java,2
dev/com.ibm.ws.jpa.tests.spec10.injection.ejbinwar_fat/fat/src/com/ibm/ws/jpa/tests/spec10/injection/ejb_in_war/RepeatWithJPA22OpenJPA312.java,2
dev/com.ibm.ws.jpa.tests.spec10.injection.ejbinwar_fat/publish/shared/config/openjpa30-cfg.xml,2
dev/com.ibm.ws.jpa.tests.spec10.injection.jndi_fat/build.gradle,2
dev/com.ibm.ws.jpa.tests.spec10.injection.jndi_fat/fat/src/com/ibm/ws/jpa/tests/spec10/injection/jndi/FATSuite.java,2
dev/com.ibm.ws.jpa.tests.spec10.injection.jndi_fat/fat/src/com/ibm/ws/jpa/tests/spec10/injection/jndi/JPA10Injection_JNDI.java,2
dev/com.ibm.ws.jpa.tests.spec10.injection.mdb_fat/build.gradle,2
dev/com.ibm.ws.jpa.tests.spec10.injection.mdb_fat/fat/src/com/ibm/ws/jpa/tests/spec10/injection/mdb/FATSuite.java,2
dev/com.ibm.ws.jpa.tests.spec10.injection.mdb_fat/fat/src/com/ibm/ws/jpa/tests/spec10/injection/mdb/JPA10Injection_MDB.java,2
dev/com.ibm.ws.jpa.tests.spec10.injection.mdb_fat/fat/src/com/ibm/ws/jpa/tests/spec10/injection/mdb/RepeatWithJPA22OpenJPA312.java,2
dev/com.ibm.ws.jpa_testframework/src/com/ibm/ws/testtooling/vehicle/web/EJBTestVehicleServlet.java,2
dev/com.ibm.ws.jpa_testframework/src/com/ibm/ws/testtooling/vehicle/web/JPATestServlet.java,2
dev/com.ibm.ws.webcontainer.servlet.3.1/src/com/ibm/ws/webcontainer31/osgi/response/WCOutputStream31.java,2
dev/com.ibm.ws.webcontainer.servlet.3.1/src/com/ibm/ws/webcontainer31/srt/SRTUpgradeOutputStream31.java,2
dev/com.ibm.ws.webcontainer.servlet.3.1/src/com/ibm/ws/webcontainer31/util/UpgradeOutputByteBufferUtil.java,2
dev/com.ibm.ws.webcontainer.servlet.3.1_fat/fat/src/com/ibm/ws/webcontainer/servlet31/fat/tests/WCServerTest.java,2
dev/com.ibm.ws.webcontainer.servlet.3.1_fat/test-applications/TestServlet31.war/src/com/ibm/ws/webcontainer/servlet_31_fat/testservlet31/war/servlets/MultiByteEncodingServlet.java,2
dev/com.ibm.ws.webcontainer/src/com/ibm/ws/webcontainer/osgi/response/WCOutputStream.java,2
dev/com.ibm.ws.crypto.passwordutil/src/com/ibm/ws/crypto/util/AESKeyManager.java,3
dev/com.ibm.ws.crypto.passwordutil/src/com/ibm/ws/crypto/util/VariableResolver.java,3
dev/com.ibm.ws.crypto.passwordutil/src/com/ibm/wsspi/security/crypto/KeyStringResolver.java,3
dev/com.ibm.ws.crypto.passwordutil/src/com/ibm/wsspi/security/crypto/package-info.java,4
dev/com.ibm.ws.security.kerberos.auth/src/com/ibm/ws/security/kerberos/auth/Krb5LoginModuleWrapper.java,5
dev/com.ibm.ws.security.kerberos.java8/bnd.bnd,2
dev/com.ibm.ws.security.kerberos.java8/src/com/ibm/ws/security/kerberos/{Krb5HelperJdk8.java => IBMKrb5Helper.java},2
dev/com.ibm.ws.security.kerberos.java8/src/com/ibm/ws/security/kerberos/{Krb5HelperJdk11.java => OtherKrb5Helper.java},2
dev/com.ibm.ws.security.kerberos.java8/src/com/ibm/ws/security/kerberos/internal/KerberosExtServiceImpl.java,3
dev/com.ibm.ws.ssl/src/com/ibm/ws/ssl/config/WSKeyStore.java,5
dev/{com.ibm.ws.wssecurity_fat.wsscxf.saml.3/fat => com.ibm.ws.wssecurity_fat.wsscxf/publish/servers}/com.ibm.ws.wssecurity_fat.pwdigest/.gitignore,1
dev/{com.ibm.ws.wssecurity_fat.wsscxf.saml.3/fat => com.ibm.ws.wssecurity_fat.wsscxf/publish/servers}/com.ibm.ws.wssecurity_fat.pwdigest/bootstrap.properties,1
dev/{com.ibm.ws.wssecurity_fat.wsscxf.saml.3/fat => com.ibm.ws.wssecurity_fat.wsscxf/publish/servers}/com.ibm.ws.wssecurity_fat.pwdigest/server.xml,1
dev/{com.ibm.ws.wssecurity_fat.wsscxf.saml.3/fat => com.ibm.ws.wssecurity_fat.wsscxf/publish/servers}/com.ibm.ws.wssecurity_fat.pwdigest/server_withClCallback.xml,1
dev/{com.ibm.ws.wssecurity_fat.wsscxf.saml.3/fat => com.ibm.ws.wssecurity_fat.wsscxf/publish/servers}/com.ibm.ws.wssecurity_fat.pwdigest/server_withClCallback_wss4j.xml,1
dev/{com.ibm.ws.wssecurity_fat.wsscxf.saml.3/fat => com.ibm.ws.wssecurity_fat.wsscxf/publish/servers}/com.ibm.ws.wssecurity_fat.pwdigest/server_wss4j.xml,1
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.5/publish/files/serversettings/java2Permissions.xml,3
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.5/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.5/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_AsymSignEnc.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.5/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_AsymSignEnc_wss4j.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.5/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_ee8.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.5/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_symSignEnc.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.5/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_symSignEnc_wss4j.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.5/publish/servers/com.ibm.ws.wssecurity_fat.saml/configs/server_1.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.5/publish/servers/com.ibm.ws.wssecurity_fat.saml/configs/server_1_AsymSignEnc.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.5/publish/servers/com.ibm.ws.wssecurity_fat.saml/configs/server_1_AsymSignEnc_wss4j.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.5/publish/servers/com.ibm.ws.wssecurity_fat.saml/configs/server_1_symSignEnc.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.5/publish/servers/com.ibm.ws.wssecurity_fat.saml/configs/server_1_symSignEnc_wss4j.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.5/publish/servers/com.ibm.ws.wssecurity_fat.saml/configs/server_1_wss4j.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.5/publish/servers/com.ibm.ws.wssecurity_fat.saml/configs/server_2_in_1.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.5/publish/servers/com.ibm.ws.wssecurity_fat.saml/configs/server_2_in_1_AsymSignEnc.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.5/publish/servers/com.ibm.ws.wssecurity_fat.saml/configs/server_2_in_1_AsymSignEnc_wss4j.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.5/publish/servers/com.ibm.ws.wssecurity_fat.saml/configs/server_2_in_1_ee8.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.5/publish/servers/com.ibm.ws.wssecurity_fat.saml/configs/server_2_in_1_symSignEnc.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.5/publish/servers/com.ibm.ws.wssecurity_fat.saml/configs/server_2_in_1_symSignEnc_wss4j.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.5/test-applications/samlcxfclient/resources/META-INF/permissions.xml,3
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/files/serversettings/java2Permissions.xml,3
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_asymProtection.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_asymProtection_TokenInSubFalse.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_asymProtection_TokenInSubFalse_wss4j.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_asymProtection_wss4j.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_mapToUserRegistry_No_inRegistry_userUniqueIdentifierBad.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_mapToUserRegistry_No_inRegistry_userUniqueIdentifierBad_ee8.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_mapToUserRegistry_No_notInRegistry_userUniqueIdentifierBad.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_mapToUserRegistry_No_notInRegistry_userUniqueIdentifierBad_ee8.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_mapToUserRegistry_User_inRegistry_groupIdentifierBad.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_mapToUserRegistry_User_inRegistry_groupIdentifierBad_ee8.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_mapToUserRegistry_User_inRegistry_groupIdentifierOmitted.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_mapToUserRegistry_User_inRegistry_groupIdentifierOmitted_ee8.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_mapToUserRegistry_User_inRegistry_identifiersGood.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_mapToUserRegistry_User_inRegistry_identifiersGood_ee8.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_mapToUserRegistry_User_inRegistry_identifiersOmitted.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_mapToUserRegistry_User_inRegistry_identifiersOmitted_ee8.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_mapToUserRegistry_User_inRegistry_realmIdentifierBad.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_mapToUserRegistry_User_inRegistry_realmIdentifierBad_ee8.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_mapToUserRegistry_User_inRegistry_realmIdentifierOmitted.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_mapToUserRegistry_User_inRegistry_realmIdentifierOmitted_ee8.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_mapToUserRegistry_User_inRegistry_userIdentifierBad.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_mapToUserRegistry_User_inRegistry_userIdentifierBad_ee8.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_mapToUserRegistry_User_inRegistry_userIdentifierOmitted.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_mapToUserRegistry_User_inRegistry_userIdentifierOmitted_ee8.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_mapToUserRegistry_User_inRegistry_userUniqueIdentifierBad.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_mapToUserRegistry_User_inRegistry_userUniqueIdentifierBad_ee8.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_mapToUserRegistry_User_inRegistry_userUniqueIdentifierOmitted.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_mapToUserRegistry_User_inRegistry_userUniqueIdentifierOmitted_ee8.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_mapToUserRegistry_User_notInRegistry_groupIdentifierBad.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_mapToUserRegistry_User_notInRegistry_groupIdentifierBad_ee8.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_mapToUserRegistry_User_notInRegistry_groupIdentifierOmitted.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_mapToUserRegistry_User_notInRegistry_groupIdentifierOmitted_ee8.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_mapToUserRegistry_User_notInRegistry_identifiersGood.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_mapToUserRegistry_User_notInRegistry_identifiersGood_ee8.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_mapToUserRegistry_User_notInRegistry_identifiersOmitted.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_mapToUserRegistry_User_notInRegistry_identifiersOmitted_ee8.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml.4/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_caller_mapToUserRegistry_User_notInRegistry_realmIdentifierBad.xml,2
